Number,Tags,Sub-Objects,Pos Ratings,All Ratings,Word Count,Safe,Euclid,Keter,Thaumiel,Anomalous,Neutral,D-Class,Containment Breach,Addendum,Task Force,O5 Council,Agent,[EXPUNGED],[REDACTED],Blacked Out
1549.0,aiad artistic building co-authored computer electronic extradimensional online portal safe scp tactile,A B,192.0,226.0,3007.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,1.0
1550.0,adaptive alive animal dr-wondertainment safe scp,1 2 3 4 5 6 7 8,268.0,320.0,1132.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0
1551.0,building euclid kindness loop probability scp,X 23,115.0,161.0,1528.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,1.0
1552.0,alive animal canine contagion ocular safe scp visual,1,235.0,267.0,1410.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,1.0,1.0,0.0,0.0,1.0
1553.0,dr-wondertainment event-featured safe scp shadow toy,A B 1 2,145.0,185.0,1780.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0,0.0,0.0,1.0,1.0,0.0,1.0
1554.0,autonomous document gravity narrative safe scp sculpture,A,138.0,176.0,831.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0
1555.0,autonomous ectoentropic euclid geological location metamorphic rodent scp structure weapon,None,501.0,525.0,854.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,1.0
1556.0,alive animal equine euclid gaseous scp uncontained,3,52.0,134.0,489.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,1.0
1557.0,airborne animal extradimensional inscription portal religious safe sapient scp sphere structure thermal,A B 1,297.0,369.0,911.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0
1558.0,computer safe scp telepathic transmission,1 2,182.0,224.0,723.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,1.0
1559.0,auditory bird cognitohazard compulsion document empathic euclid historical knowledge language mind-affecting religious rewrite sapient scp sensory visual,1,43.0,59.0,2664.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0
1560.0,airborne alive animal bird euclid extradimensional predatory scp species uncontained,21 30,93.0,139.0,724.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,1.0,0.0,1.0
1562.0,extradimensional loop portal safe scp structure toy,None,573.0,593.0,1828.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0
1563.0,biological euclid inscription predatory scp species,None,36.0,80.0,2925.0,1.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,1.0
1564.0,are-we-cool-yet artifact broken-god clockwork daevite dr-wondertainment euclid fifthist global-occult-coalition scp serpents-hand telepathic,1 2 3 4 5 7,245.0,291.0,1847.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0
1565.0,animal biological electrical extraterrestrial rewrite safe scp,A B,72.0,86.0,455.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0
1566.0,clothing cognitohazard compulsion mind-affecting safe scp visual,None,124.0,198.0,503.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,1.0
1567.0,autonomous city euclid featured radioactive scp transmission vehicle,1 2 3,219.0,229.0,992.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0
1568.0,alive aquatic crustacean euclid mimetic predatory scp,1,85.0,137.0,718.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0
1569.0,alive animal aquatic euclid scp shark-punching-center,1,239.0,271.0,1291.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0
1570.0,euclid humanoid intangible scp visual,None,180.0,226.0,773.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,1.0,1.0
1571.0,artifact co-authored ectoentropic marshall-carter-and-dark safe scp telepathic,None,134.0,164.0,926.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0
1572.0,auditory cognitohazard compulsion document hallucination knowledge memory-affecting rewritable safe scp sensory visual,None,66.0,118.0,1080.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,1.0,0.0,1.0,1.0
1574.0,airborne autonomous cognitohazard extraterrestrial keter metamorphic rewritable scp sphere transmission uncontained visual,None,106.0,160.0,856.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,1.0,1.0,1.0
1575.0,humanoid marshall-carter-and-dark safe scp sculpture transfiguration,1,211.0,257.0,1436.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,1.0
1576.0,artifact auditory contagion euclid hallucination historical mechanical prometheus rewritable scp telepathic transfiguration,1,42.0,130.0,1043.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,1.0,0.0,1.0
1577.0,airborne co-authored extradimensional military safe scp thermal tool vehicle,1 2,316.0,334.0,1370.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0
1578.0,autonomous clothing euclid humanoid intangible mobile scp uncontained,None,146.0,164.0,511.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0
1579.0,safe scp sculpture transfiguration,None,136.0,176.0,808.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1580.0,acoustic alive mobile plant safe sapient scp tree,1,72.0,136.0,636.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,1.0
1581.0,biological extradimensional food humanoid mind-affecting safe scp sphere,1,72.0,142.0,1406.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0
1582.0,biological humanoid insect safe sapient scp swarm,1,132.0,186.0,808.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0
1583.0,artifact biological global-occult-coalition inscription keter rewritable scp self-replicating transfiguration,None,125.0,181.0,903.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,1.0,0.0,1.0,1.0
1584.0,computer document electronic euclid online scp transfiguration,None,477.0,509.0,266.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,1.0
1585.0,alive animal euclid genetic location scp,None,250.0,266.0,1206.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1586.0,alive euclid gravity humanoid reproductive sapient scp,1 2,93.0,149.0,765.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,1.0,0.0,0.0,1.0
1587.0,artifact extradimensional mechanical rewrite safe scp sleep,1,140.0,184.0,1408.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0
1588.0,euclid geological historical location sapient scp uncontained vibration,None,331.0,345.0,1036.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0
1589.0,alive esoteric-class historical humanoid language scp,None,161.0,183.0,918.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0
1590.0,are-we-cool-yet computer euclid game portal scp spacetime telepathic,None,438.0,512.0,1585.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0
1591.0,adaptive featured k-class-scenario keter light rewritable scp sculpture serpents-hand,None,257.0,339.0,883.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,1.0,1.0,1.0,1.0,0.0,0.0,0.0,1.0
1592.0,auditory cognitohazard euclid media mind-affecting scp transfiguration transmission visual,None,132.0,156.0,934.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0
1593.0,cadaver humanoid inscription safe scp sensory skeletal spacetime tactile,None,110.0,142.0,739.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0
1594.0,autonomous geological humanoid intangible military safe sapient scp subterranean transmission uncontained,A,188.0,236.0,1157.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0
1595.0,euclid inscription scp temporal,None,259.0,281.0,874.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,1.0
1596.0,fire safe scp self-repairing tool,None,120.0,148.0,1068.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,1.0,0.0,0.0,1.0
1597.0,acoustic airborne artifact autonomous euclid mobile sapient scp,None,108.0,158.0,893.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,1.0
1598.0,alive bee euclid foundation-made genetic humanoid insect scp,None,139.0,155.0,1229.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0
1599.0,hostile rewrite robotic safe sapient scp,None,211.0,259.0,751.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0
1600.0,food liquid marshall-carter-and-dark safe scp transfiguration,1 2,260.0,292.0,469.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0
1601.0,artifact euclid indestructible light location scp transmission,None,60.0,130.0,1180.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0
1602.0,artifact extradimensional humanoid safe scp telepathic transfiguration,A B,200.0,230.0,1828.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,1.0
1603.0,infohazard memory-affecting safe scp,None,211.0,229.0,872.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0
1604.0,euclid geological indestructible scp,None,121.0,199.0,399.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0
1605.0,artistic cognitohazard media safe scp visual,None,200.0,236.0,936.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0
1606.0,building euclid humanoid memory-affecting scp self-repairing,1 2,141.0,165.0,592.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0
1607.0,city euclid extradimensional metamorphic scp,None,195.0,215.0,1444.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0
1608.0,airborne alive animal cetacean euclid intangible predatory rewritable scp,None,109.0,155.0,682.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,1.0
1609.0,autonomous euclid global-occult-coalition scp teleportation,None,1076.0,1142.0,1452.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0
1610.0,alive euclid humanoid liquid mind-affecting prometheus scp self-repairing,A B C D 1 2,212.0,242.0,1331.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,1.0
1611.0,building euclid humanoid rewritable sapient scp,1,129.0,155.0,823.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,1.0,0.0,1.0,1.0
1612.0,alive ectoentropic fire liquid pangloss plant safe scp species,1,214.0,242.0,377.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0
1613.0,document euclid rewritable scp,None,154.0,184.0,573.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0
1614.0,auditory computer media metamorphic safe scp visual,1 2,119.0,177.0,1876.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0
1615.0,alive food fungus light manna-charitable-foundation safe scp transfiguration,1,166.0,188.0,1091.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,1.0,1.0,0.0,1.0
1616.0,alive animal keter rodent scp teleportation,None,383.0,439.0,790.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1617.0,alexylva are-we-cool-yet artistic auditory hallucination safe scp visual,None,146.0,208.0,575.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,1.0,0.0,0.0,0.0
1618.0,are-we-cool-yet artifact safe scp transfiguration,None,147.0,205.0,839.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0
1619.0,animal auditory autonomous building cadaver euclid extradimensional humanoid pitch-haven scp sculpture subterranean,1 2,356.0,374.0,4806.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,1.0,1.0
1620.0,contagion euclid hostile parasitic scp visual,1,122.0,158.0,1551.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0
1621.0,chemical corrosive keter plant scp toxic,None,22.0,152.0,688.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,1.0,0.0,0.0,1.0
1622.0,cognitohazard currency euclid exchange food gustatory mind-affecting scp,None,147.0,203.0,1126.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,1.0
1623.0,alive horizon-initiative hostile humanoid intangible k-class-scenario keter location sapient scp,1 2 3,68.0,126.0,2022.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,1.0,1.0
1624.0,computer document electronic euclid online rewritable scp,1,161.0,223.0,510.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,1.0
1625.0,cadaver genetic humanoid infohazard keter narrative scp uncontained,1,180.0,204.0,1440.0,0.0,1.0,1.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,1.0,1.0,0.0,1.0,1.0
1626.0,clothing gaseous predatory safe scp thermal,None,88.0,196.0,439.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1627.0,alive cadaver euclid fungus mind-affecting ritual scp transfiguration,A B,163.0,203.0,1933.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,1.0
1628.0,autonomous city euclid historical humanoid loop rewritable scp structure subterranean,None,153.0,195.0,1029.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0
1629.0,artifact autonomous extraterrestrial safe scp,1 2,109.0,153.0,463.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0
1630.0,ectoentropic euclid food humanoid rewritable ritual sapient scp self-repairing transfiguration,15 22 26,151.0,197.0,861.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0
1631.0,humanoid keter sapient scp,1 2,64.0,72.0,2075.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0
1632.0,alive euclid featured humanoid knowledge sapient scp telekinetic transfiguration visual,1,220.0,258.0,897.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0
1633.0,adaptive computer game safe scp telepathic,None,493.0,523.0,3723.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,1.0,0.0,1.0,1.0,0.0,1.0
1634.0,biological hallucination jewelry marshall-carter-and-dark media neurological safe scp tactile,1,77.0,107.0,1719.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,1.0,1.0,1.0
1635.0,autonomous biological electronic humanoid memory-affecting reanimation safe sapient scp self-repairing tactile,1 2 5,69.0,113.0,1281.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,1.0,1.0
1636.0,biological humanoid indestructible rewritable safe scp self-repairing,None,204.0,226.0,1021.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0
1637.0,alive euclid hostile humanoid military prometheus robotic sapient scp self-replicating structure weapon,1 2 3,184.0,204.0,1809.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0
1638.0,acoustic alive euclid event-featured insect location scp swarm,1,375.0,387.0,1037.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,1.0
1639.0,acoustic appliance electronic musical safe scp transmission,1 2,333.0,347.0,688.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0
1640.0,ectoentropic electrical extraterrestrial neutralized plant rabbit safe satellite scp transmission vehicle,1,114.0,144.0,764.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,1.0
1641.0,airborne alive butterfly euclid fire insect scp species,None,146.0,172.0,1335.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0
1642.0,dr-wondertainment mind-affecting safe scp temporal transfiguration,None,118.0,184.0,563.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0
1643.0,euclid knowledge language mind-affecting religious scp structure telekinetic,None,50.0,228.0,998.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1644.0,artifact historical inscription location mind-affecting ritual safe scp,1,153.0,187.0,1999.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,1.0,1.0
1645.0,alive animal biohazard euclid reptile scp virus,None,69.0,143.0,746.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,1.0,1.0
1646.0,cadaver humanoid safe scp uncontained,1 2,126.0,232.0,488.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0
1647.0,electrical keter mind-affecting scp sphere,A,75.0,159.0,1169.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,1.0,1.0,1.0,1.0,0.0,0.0,1.0
1648.0,biological ectoentropic humanoid safe sapient scp,A B C,120.0,176.0,878.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1649.0,auditory cognitohazard euclid mind-affecting neutralized scp transmission,A 1,70.0,112.0,1155.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,1.0,1.0,1.0,1.0,1.0
1650.0,food horizon-initiative liquid religious safe scp toxic,1,94.0,168.0,1274.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,1.0,0.0,1.0,1.0
1651.0,loop rewritable safe scp sensory toy visual,None,142.0,154.0,610.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1652.0,canine euclid historical humanoid location scp temporal weapon,1 2,28.0,130.0,529.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0
1653.0,autonomous biological light polyhedral safe sapient scp transmission,A B,79.0,123.0,657.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0
1655.0,animal arachnid euclid memory-affecting parasitic scp,None,112.0,158.0,757.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,1.0
1656.0,euclid memory-affecting sapient scp uncontained,1,158.0,174.0,484.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,1.0
1657.0,alive euclid event-featured food humanoid reproductive scp,A,215.0,283.0,647.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,1.0
1658.0,alive euclid featured fungus language scp sensory visual,None,266.0,304.0,1260.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,1.0,1.0
1659.0,alive concept humanoid keter knowledge mind-affecting sapient scp telepathic uncontained,None,431.0,443.0,1796.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0
1660.0,appliance event-featured extradimensional fire marshall-carter-and-dark portal safe scp,1 2 3 4 5 6 7 8,387.0,425.0,925.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,1.0
1662.0,autonomous euclid humanoid language sapient scp,A D 1,147.0,165.0,1555.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0
1663.0,currency euclid infohazard location mind-affecting scp,None,180.0,222.0,178.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,1.0
1664.0,amorphous autonomous euclid liquid sapient scp self-replicating,1 8,36.0,130.0,2152.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,1.0
1666.0,1000 auditory cognitohazard media mind-affecting musical safe scp,None,74.0,158.0,735.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0
1667.0,audio clothing compulsion contagion euclid mobile scp,1 2 3 11 12 13,81.0,121.0,1165.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0,0.0,1.0,1.0,1.0,1.0
1668.0,acoustic auditory cognitohazard hallucination media musical safe scp,1 2 3,132.0,214.0,947.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0
1669.0,able alive euclid hostile humanoid loop memory-affecting sapient scp self-replicating,1 2 7 8 11 12 19 20,210.0,248.0,1321.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,1.0,1.0,1.0
1670.0,building euclid extradimensional location scp self-repairing,None,164.0,200.0,672.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,1.0,1.0
1671.0,autonomous cadaver euclid hostile humanoid location sapient scp self-replicating subterranean,A 1 2,173.0,185.0,843.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,1.0,1.0
1672.0,are-we-cool-yet cognitohazard compulsion document inscription memetic meta safe scp visual,None,238.0,284.0,612.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,1.0
1673.0,autonomous biological extremity humanoid location rewritable safe scp,None,150.0,230.0,381.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1674.0,autonomous building electromagnetic extradimensional light radioactive safe scp transfiguration,1 2 3,84.0,108.0,926.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1675.0,bird ectoentropic hostile robotic safe scp weapon,None,264.0,312.0,617.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0
1676.0,alive ectoentropic ethics-committee euclid humanoid sapient scp vehicle,1 2,91.0,139.0,555.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,1.0
1677.0,auditory cognitohazard euclid hallucination memetic musical scp tactile,A B,66.0,110.0,1009.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0
1678.0,city euclid historical k-class-scenario pattern-screamer scp subterranean,A B C D,1069.0,1147.0,2278.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,1.0
1679.0,cadaver euclid humanoid location memory-affecting mind-affecting scp telepathic,1,369.0,393.0,1042.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0
1680.0,alive euclid humanoid loop sapient scp self-replicating vehicle,A 1,271.0,303.0,1148.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,1.0,1.0,1.0,0.0,0.0,0.0
1681.0,auditory cognitohazard compulsion ectoentropic gru-division-p keter memetic scp transfiguration,1,111.0,171.0,803.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,1.0,0.0,0.0,0.0
1682.0,extraterrestrial neutralized parasitic scp species sun uncontained worm,None,364.0,416.0,741.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,1.0,0.0,0.0,1.0,1.0,0.0,1.0
1683.0,building co-authored cognitohazard compulsion event-featured extraterrestrial historical indestructible metamorphic mind-affecting moon safe scp tactile,None,182.0,196.0,1151.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0
1684.0,building corporate keter memory-affecting mind-affecting rewrite scp subterranean teleportation,None,48.0,64.0,2187.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0
